"Transaction_ID","Date_of_Purchase","Time_of_Purchase","Purchase_Type","Payment_Method","Railcard","Ticket_Class","Ticket_Type","Price","Departure_Station","Arrival_Destination","Date_of_Journey","Departure_Time","Arrival_Time","Actual_Arrival_Time","Journey_Status","Reason_for_Delay","Refund_Request"
"803bf49d-8f80-4253-881b","2024-01-21","08:41:19","Online","Credit Card","None","Standard","Advance","13","London Paddington","Reading","2024-01-22","07:00:00","08:00:00","no infor","Cancelled","Signal Failure","Yes"
"803d4697-89c3-465c-8300","2024-02-03","10:28:49","Online","Credit Card","None","Standard","Advance","35","London Kings Cross","York","2024-02-16","08:45:00","10:35:00","10:35:00","On Time","None","No"
"803f22de-70ff-4d98-9893","2024-01-31","01:17:11","Station","Credit Card","None","Standard","Off-Peak","5","Liverpool Lime Street","Manchester Piccadilly","2024-01-31","23:45:00","00:15:00","00:15:00","On Time","None","No"
"804362e1-f2e6-4ea6-b033","2024-02-07","06:57:58","Online","Contactless","Adult","Standard","Anytime","47","London Kings Cross","York","2024-02-07","08:15:00","10:05:00","10:05:00","On Time","None","No"
"8044bfc1-6fbc-4abd-807c","2024-01-18","04:59:06","Online","Credit Card","Senior","Standard","Anytime","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-18","06:15:00","06:45:00","06:45:00","On Time","None","No"
"804e0642-9e9a-411d-a5de","2024-01-17","19:32:56","Station","Credit Card","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-18","17:45:00","18:15:00","18:15:00","On Time","None","No"
"805276bd-75f4-4045-9ea7","2024-01-09","18:54:15","Online","Contactless","None","Standard","Advance","13","Reading","London Paddington","2024-01-10","17:15:00","17:40:00","17:40:00","On Time","None","No"
"805521d9-617b-45ea-b75e","2024-02-04","20:44:30","Station","Credit Card","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-02-05","19:00:00","20:20:00","20:20:00","On Time","None","No"
"805524d9-05f7-452f-ad4a","2024-01-26","07:17:12","Online","Credit Card","None","Standard","Anytime","70","London Kings Cross","York","2024-01-26","07:45:00","09:35:00","09:35:00","On Time","None","No"
"805cba5d-914f-4764-a5dc","2024-02-12","09:46:02","Online","Credit Card","None","Standard","Advance","7","London Euston","Birmingham New Street","2024-02-24","08:15:00","09:35:00","10:15:00","Delayed","Signal Failure","No"
"8063ba7d-28a0-4527-9c5d","2024-02-12","00:01:48","Station","Credit Card","None","Standard","Advance","7","London Euston","Birmingham New Street","2024-02-20","22:30:00","23:50:00","23:50:00","On Time","None","No"
"8063ef91-d880-4c82-b2dd","2024-01-12","07:52:13","Online","Credit Card","Senior","Standard","Advance","2","Manchester Piccadilly","Liverpool Lime Street","2024-01-13","06:15:00","06:45:00","06:45:00","On Time","None","No"
"806710a2-8fc7-4031-9edd","2024-01-05","18:12:52","Online","Credit Card","Senior","Standard","Anytime","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-05","18:45:00","19:15:00","19:15:00","On Time","None","No"
"80674450-5ed4-45b8-9121","2024-02-10","05:03:12","Online","Credit Card","None","Standard","Off-Peak","10","London Euston","Birmingham New Street","2024-02-10","06:30:00","07:50:00","07:50:00","On Time","None","No"
"80688f79-498d-48bc-8ef8","2024-01-23","14:00:54","Station","Credit Card","None","Standard","Off-Peak","53","London Kings Cross","York","2024-01-23","15:30:00","17:20:00","17:20:00","On Time","None","No"
"806962ef-62fa-4b2d-bb0a","2024-01-07","08:38:48","Station","Credit Card","None","Standard","Off-Peak","4","Manchester Piccadilly","Liverpool Lime Street","2024-01-07","10:00:00","10:30:00","10:30:00","On Time","None","No"
"806a99f5-f7c0-41be-9499","2024-01-21","06:01:15","Online","Credit Card","None","Standard","Advance","22","Birmingham New Street","London St Pancras","2024-01-22","04:30:00","05:50:00","05:50:00","On Time","None","No"
"8070c6c5-fa50-471b-afd9","2024-01-14","14:23:21","Online","Credit Card","Disabled","First Class","Off-Peak","52","London Euston","Birmingham New Street","2024-01-14","15:45:00","17:05:00","no infor","Cancelled","Technical Issue","No"
"8075d3b8-b9eb-4b94-b22e","2024-01-15","16:23:32","Online","Credit Card","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-01-16","14:45:00","15:15:00","15:15:00","On Time","None","No"
"8077211d-c4e5-4a3d-91b0","2024-01-03","19:32:52","Online","Credit Card","Senior","Standard","Advance","2","Manchester Piccadilly","Liverpool Lime Street","2024-01-04","18:45:00","19:15:00","19:15:00","On Time","None","No"
"80779780-7e1d-4410-9ae4","2024-01-31","15:01:02","Station","Contactless","Adult","Standard","Anytime","17","London Paddington","Reading","2024-01-31","16:30:00","17:30:00","17:30:00","On Time","None","No"
"80879ebc-48d6-47bf-b4d3","2024-01-24","02:00:31","Online","Contactless","None","Standard","Advance","35","London Kings Cross","York","2024-02-03","00:30:00","02:20:00","02:20:00","On Time","None","No"
"808bce6d-073c-4c19-9b82","2024-01-18","17:52:19","Online","Credit Card","None","First Class","Advance","27","London Paddington","Reading","2024-01-19","16:15:00","17:15:00","17:15:00","On Time","None","No"
"8094e9fb-afac-44f3-9c01","2024-02-05","03:47:40","Online","Contactless","Adult","Standard","Advance","8","London Paddington","Reading","2024-02-12","02:15:00","03:15:00","03:15:00","On Time","None","No"
"809cb09f-dc34-43e8-afd9","2024-02-02","21:34:35","Station","Credit Card","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-02-03","20:00:00","20:30:00","20:30:00","On Time","None","No"
"809e9e91-df23-45d7-9258","2024-01-31","19:59:49","Station","Credit Card","None","Standard","Off-Peak","10","London Euston","Birmingham New Street","2024-01-31","21:15:00","22:35:00","no infor","Cancelled","Signal failure","No"
"80a3d18d-afb3-4620-8dcc","2024-02-01","16:11:13","Station","Credit Card","None","Standard","Anytime","5","Manchester Piccadilly","Liverpool Lime Street","2024-02-01","17:45:00","18:15:00","18:15:00","On Time","None","No"
"80b4fa3a-69b8-4539-bc0d","2024-01-23","09:30:06","Station","Credit Card","None","Standard","Advance","76","Liverpool Lime Street","London Euston","2024-01-24","08:00:00","10:15:00","10:26:00","Delayed","Weather","No"
"80b6d95b-c372-4e2a-9294","2024-01-08","11:51:02","Station","Contactless","Senior","Standard","Off-Peak","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-08","13:15:00","13:45:00","13:45:00","On Time","None","No"
"80c4c0dd-ae77-46c3-8051","2024-02-03","15:22:32","Station","Credit Card","None","Standard","Advance","24","York","Edinburgh","2024-02-20","13:45:00","16:15:00","16:15:00","On Time","None","No"
"80c70cd6-b88a-41b6-8012","2024-01-31","15:24:14","Station","Contactless","None","Standard","Anytime","70","London Kings Cross","York","2024-01-31","17:45:00","19:35:00","19:35:00","On Time","None","No"
"80cab499-86dc-429f-a96e","2024-01-05","17:19:50","Online","Credit Card","None","Standard","Anytime","5","Birmingham New Street","Coventry","2024-01-05","18:45:00","19:05:00","19:05:00","On Time","None","No"
"80d4153d-a9ae-46de-a498","2024-02-07","18:50:33","Online","Credit Card","Senior","Standard","Advance","2","Liverpool Lime Street","Manchester Piccadilly","2024-02-26","17:15:00","17:45:00","17:45:00","On Time","None","No"
"80d6f09b-48cc-4d05-8984","2024-01-21","20:33:31","Station","Credit Card","Adult","Standard","Advance","5","London St Pancras","Birmingham New Street","2024-01-22","18:45:00","20:05:00","20:05:00","On Time","None","No"
"80d7f5cf-b49b-4296-8819","2024-01-22","12:27:08","Station","Credit Card","None","Standard","Off-Peak","35","York","Edinburgh","2024-01-22","13:45:00","16:15:00","16:15:00","On Time","None","No"
"80d94e58-a458-49ba-b8a8","2024-02-02","06:02:38","Station","Contactless","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-02-24","04:30:00","05:50:00","05:50:00","On Time","None","No"
"80ddda93-dd04-4102-8bac","2024-01-24","14:52:07","Online","Credit Card","None","Standard","Anytime","13","London Euston","Birmingham New Street","2024-01-24","16:15:00","17:35:00","17:35:00","On Time","None","No"
"80de362a-313b-4cf3-ad1a","2024-01-08","16:17:05","Station","Credit Card","None","Standard","Anytime","13","London Euston","Birmingham New Street","2024-01-08","17:45:00","19:05:00","19:05:00","On Time","None","No"
"80df0957-19a6-4caf-b4d7","2024-01-28","23:13:19","Station","Credit Card","None","Standard","Advance","7","London Euston","Birmingham New Street","2024-01-29","21:30:00","22:50:00","22:50:00","On Time","None","No"
"80df7692-0e0c-46aa-9ee6","2024-02-13","14:22:30","Online","Credit Card","Disabled","Standard","Advance","8","London Paddington","Reading","2024-02-29","12:45:00","13:45:00","13:45:00","On Time","None","No"
"80e4a575-86f4-46af-b13a","2024-01-28","08:27:27","Online","Credit Card","None","First Class","Advance","57","London Kings Cross","York","2024-01-29","07:45:00","09:35:00","09:35:00","On Time","None","No"
"80e6e183-4ab7-4926-88a1","2024-02-09","13:43:03","Online","Contactless","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-02-13","12:00:00","13:20:00","13:20:00","On Time","None","No"
"80ea43e9-437a-4610-b469","2024-01-18","07:51:34","Station","Contactless","None","Standard","Advance","35","London Kings Cross","York","2024-02-09","06:15:00","08:05:00","08:05:00","On Time","None","No"
"80ee79d9-7829-47fa-b0db","2024-01-21","11:30:49","Online","Credit Card","Disabled","Standard","Off-Peak","3","Liverpool Lime Street","Manchester Piccadilly","2024-01-21","13:00:00","13:30:00","13:30:00","On Time","None","No"
"80f48fb3-2896-4f4d-be75","2024-01-12","12:03:07","Station","Contactless","Senior","Standard","Off-Peak","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-12","13:30:00","14:00:00","14:00:00","On Time","None","No"
"80fa9a5f-b335-4dab-9e5a","2024-02-15","20:19:42","Online","Credit Card","None","First Class","Advance","54","London St Pancras","Birmingham New Street","2024-02-16","18:45:00","20:05:00","20:05:00","On Time","None","No"
"8101e4bb-306f-420a-9124","2024-02-04","20:27:24","Station","Contactless","None","Standard","Advance","35","London Kings Cross","York","2024-02-14","17:45:00","19:35:00","19:35:00","On Time","None","No"
"81034a51-2615-4ec8-8415","2024-02-09","08:28:11","Online","Credit Card","None","Standard","Advance","13","London Paddington","Reading","2024-02-12","07:45:00","08:45:00","no infor","Cancelled","Weather Conditions","No"
"8111192b-94ec-4845-9106","2024-02-10","10:40:18","Online","Credit Card","None","First Class","Advance","54","London St Pancras","Birmingham New Street","2024-02-20","09:00:00","10:20:00","no infor","Cancelled","Signal Failure","No"
"8112e43a-1162-4671-a69c","2024-01-20","06:11:44","Online","Credit Card","None","Standard","Off-Peak","50","York","Peterborough","2024-01-20","07:30:00","08:40:00","no infor","Cancelled","Traffic","No"
"81173925-7ed0-4acd-a9de","2024-02-02","02:39:00","Online","Credit Card","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-02-26","01:00:00","01:30:00","01:30:00","On Time","None","No"
"811a72f6-357f-48b7-a00d","2024-02-09","12:35:03","Online","Contactless","None","Standard","Advance","35","London Kings Cross","York","2024-02-10","11:00:00","12:50:00","12:50:00","On Time","None","No"
"811bf9de-80ca-42f8-9238","2024-01-26","20:26:04","Online","Debit Card","None","Standard","Advance","21","Birmingham New Street","London Euston","2024-01-27","18:45:00","20:05:00","20:05:00","On Time","None","No"
"811c52dc-db79-46d3-a2a8","2024-01-12","17:17:35","Station","Contactless","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-13","15:45:00","16:15:00","16:15:00","On Time","None","No"
"8121b21d-2035-422a-824f","2024-02-14","20:25:21","Online","Credit Card","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-02-27","18:45:00","20:05:00","20:05:00","On Time","None","No"
"8128f1a6-aae2-48c5-bc9b","2024-01-16","06:21:08","Station","Credit Card","Disabled","Standard","Anytime","11","London St Pancras","Birmingham New Street","2024-01-16","07:45:00","09:05:00","09:05:00","On Time","None","No"
"813ad1bd-a63d-45b9-8bae","2024-02-06","14:57:03","Station","Contactless","Senior","Standard","Advance","2","Manchester Piccadilly","Liverpool Lime Street","2024-02-11","13:15:00","13:45:00","13:45:00","On Time","None","No"
"81455628-1b59-4604-a897","2024-01-16","08:25:06","Online","Credit Card","None","Standard","Advance","18","London Paddington","Oxford","2024-01-17","07:45:00","09:15:00","09:15:00","On Time","None","No"
"8149b0b8-3aa0-40ed-98d1","2024-01-28","18:56:12","Online","Credit Card","Senior","Standard","Advance","2","Liverpool Lime Street","Manchester Piccadilly","2024-01-29","17:15:00","17:45:00","17:45:00","On Time","None","No"
"814da97c-13db-455d-a94a","2024-02-12","03:35:28","Online","Contactless","None","Standard","Off-Peak","53","London Kings Cross","York","2024-02-12","05:00:00","06:50:00","06:50:00","On Time","None","No"
"8151f1e1-f726-45a0-823f","2024-01-13","10:53:21","Station","Debit Card","Adult","Standard","Off-Peak","11","Birmingham New Street","Manchester Piccadilly","2024-01-13","11:15:00","12:35:00","13:13:00","Delayed","Technical Issue","Yes"
"815505d4-afdb-4524-864e","2024-02-05","03:17:30","Online","Contactless","None","Standard","Advance","65","London Kings Cross","Liverpool Lime Street","2024-02-06","01:45:00","04:00:00","04:00:00","On Time","None","No"
"816ed858-9dc9-4bd0-a20e","2024-01-24","20:31:47","Station","Contactless","None","Standard","Off-Peak","12","London St Pancras","Birmingham New Street","2024-01-24","22:00:00","23:20:00","23:20:00","On Time","None","No"
"817285d4-0edf-4308-ba38","2024-02-04","14:52:15","Station","Credit Card","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-02-27","13:15:00","13:45:00","13:45:00","On Time","None","No"
"817f7e0c-06e4-47bc-abb6","2024-01-20","06:59:26","Online","Contactless","None","Standard","Advance","7","London Euston","Birmingham New Street","2024-01-21","05:15:00","06:35:00","06:35:00","On Time","None","No"
"81805a7c-64a4-4671-ac96","2024-01-22","04:51:41","Online","Credit Card","Senior","Standard","Anytime","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-22","06:15:00","06:45:00","06:45:00","On Time","None","No"
"818a918d-eb55-4758-b3aa","2024-02-07","07:47:00","Online","Credit Card","Senior","Standard","Advance","2","Manchester Piccadilly","Liverpool Lime Street","2024-02-25","06:15:00","06:45:00","no infor","Cancelled","Weather","No"
"81938f3e-19cb-47ee-9d53","2024-02-10","18:36:56","Online","Credit Card","Adult","Standard","Advance","5","London St Pancras","Birmingham New Street","2024-02-11","17:00:00","18:20:00","18:20:00","On Time","None","No"
"81946d2e-6389-4ee8-8cba","2024-02-07","08:23:22","Online","Credit Card","None","Standard","Advance","35","London Kings Cross","York","2024-02-17","07:45:00","09:35:00","09:35:00","On Time","None","No"
"8195c853-e89f-4614-bb52","2024-01-25","10:17:51","Online","Contactless","None","Standard","Off-Peak","10","London Euston","Birmingham New Street","2024-01-25","11:45:00","13:05:00","13:05:00","On Time","None","No"
"819c20bd-bc60-4baf-b1a2","2024-01-08","20:27:46","Online","Credit Card","Senior","Standard","Advance","6","Liverpool Lime Street","Crewe","2024-01-09","18:45:00","19:20:00","19:20:00","On Time","None","No"
"81a05507-d725-4f7d-b43a","2024-01-18","00:40:19","Online","Credit Card","None","Standard","Off-Peak","17","Manchester Piccadilly","Nottingham","2024-01-18","02:00:00","03:00:00","03:00:00","On Time","None","No"
"81a3b49e-c7ed-4ed9-95cb","2024-02-01","12:43:08","Online","Contactless","None","Standard","Off-Peak","12","London St Pancras","Birmingham New Street","2024-02-01","14:00:00","15:20:00","15:20:00","On Time","None","No"
"81a472c6-9594-41b1-8f93","2024-02-10","16:42:39","Station","Credit Card","None","Standard","Advance","13","London Paddington","Reading","2024-02-11","15:00:00","16:00:00","16:00:00","On Time","None","No"
"81a533dd-4ffb-4cc8-9b50","2024-01-06","20:46:09","Station","Credit Card","None","Standard","Off-Peak","53","London Kings Cross","York","2024-01-06","22:15:00","00:05:00","00:05:00","On Time","None","No"
"81a6232e-3947-44e0-9e4a","2024-01-03","00:07:02","Station","Credit Card","None","Standard","Off-Peak","12","London St Pancras","Birmingham New Street","2024-01-03","22:30:00","23:50:00","23:50:00","On Time","None","No"
"81a96eee-9cc7-4632-aaa2","2024-01-20","03:32:06","Online","Credit Card","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-01-21","02:00:00","02:30:00","02:30:00","On Time","None","No"
"81aa1bbe-3d05-4197-98b4","2024-01-25","15:39:43","Station","Credit Card","Disabled","First Class","Anytime","144","London Euston","Manchester Piccadilly","2024-01-25","17:00:00","18:50:00","no infor","Cancelled","Staff Shortage","Yes"
