ID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
857.0,female,group A,high school,free/reduced,none,47.0,59.0,60.0
858.0,female,group B,some college,free/reduced,none,42.0,65.0,55.0
859.0,female,group D,associate's degree,free/reduced,none,64.0,84.0,83.0
860.0,female,group C,some high school,standard,completed,80.0,80.0,87.0
861.0,female,group E,some college,standard,none,85.0,86.0,89.0
862.0,female,group E,bachelor's degree,standard,none,63.0,79.0,79.0
863.0,female,group D,associate's degree,standard,none,58.0,72.0,74.0
864.0,female,group D,some high school,standard,none,69.0,74.0,72.0
865.0,male,group C,some college,standard,completed,82.0,90.0,91.0
866.0,female,group D,high school,free/reduced,none,48.0,58.0,56.0
867.0,male,group C,associate's degree,standard,none,89.0,79.0,80.0
868.0,male,group D,some college,standard,none,74.0,63.0,61.0
869.0,male,group C,some college,standard,completed,61.0,65.0,65.0
870.0,female,group C,associate's degree,standard,none,62.0,70.0,74.0
871.0,female,group C,associate's degree,free/reduced,none,44.0,42.0,45.0
872.0,male,group D,some high school,standard,completed,91.0,85.0,84.0
873.0,female,group D,some high school,standard,completed,35.0,53.0,53.0
874.0,female,group B,some high school,free/reduced,none,37.0,57.0,48.0
875.0,male,group D,bachelor's degree,free/reduced,none,82.0,82.0,80.0
876.0,male,group C,associate's degree,free/reduced,completed,46.0,59.0,55.0
877.0,female,group C,master's degree,standard,none,69.0,71.0,73.0
878.0,male,group D,high school,standard,none,61.0,57.0,59.0
879.0,male,group E,bachelor's degree,free/reduced,none,85.0,81.0,78.0
880.0,male,group C,some college,standard,completed,90.0,90.0,86.0
881.0,male,group C,some college,free/reduced,none,56.0,50.0,42.0
882.0,male,group A,some college,standard,completed,77.0,64.0,75.0
883.0,female,group D,high school,standard,none,68.0,81.0,75.0
884.0,female,group C,some high school,standard,none,42.0,58.0,49.0
885.0,female,group C,some high school,standard,completed,76.0,90.0,89.0
886.0,female,group C,some high school,standard,none,43.0,35.0,42.0
887.0,female,group D,some college,standard,none,77.0,89.0,82.0
888.0,female,group D,some high school,free/reduced,completed,40.0,52.0,59.0
889.0,female,group C,bachelor's degree,standard,none,44.0,47.0,55.0
890.0,female,group B,bachelor's degree,standard,none,57.0,74.0,73.0
891.0,male,group A,high school,standard,none,70.0,65.0,62.0
892.0,female,group C,some college,standard,none,67.0,77.0,79.0
893.0,male,group D,bachelor's degree,standard,none,84.0,76.0,76.0
894.0,female,group B,bachelor's degree,standard,none,74.0,87.0,84.0
895.0,male,group C,some high school,free/reduced,completed,39.0,56.0,47.0
896.0,female,group C,bachelor's degree,free/reduced,completed,56.0,67.0,73.0
897.0,female,group C,associate's degree,standard,completed,77.0,83.0,86.0
898.0,female,group B,master's degree,free/reduced,completed,82.0,86.0,90.0
899.0,female,group D,some college,standard,none,63.0,70.0,75.0
900.0,female,group B,associate's degree,standard,none,88.0,95.0,87.0
901.0,male,group C,some high school,standard,none,57.0,53.0,44.0
902.0,male,group B,high school,standard,completed,54.0,51.0,51.0
903.0,male,group E,some college,free/reduced,none,82.0,75.0,77.0
904.0,female,group E,master's degree,free/reduced,completed,58.0,72.0,72.0
905.0,female,group D,high school,standard,completed,74.0,78.0,85.0
906.0,male,group C,high school,standard,completed,81.0,82.0,78.0
907.0,male,group B,associate's degree,standard,none,73.0,55.0,58.0
908.0,female,group A,associate's degree,standard,none,63.0,72.0,71.0
909.0,male,group A,high school,standard,none,60.0,53.0,49.0
910.0,male,group B,master's degree,standard,none,69.0,69.0,61.0
911.0,male,group D,some college,standard,none,74.0,73.0,69.0
912.0,female,group C,some college,standard,none,72.0,73.0,75.0
913.0,male,group B,associate's degree,free/reduced,completed,44.0,49.0,49.0
914.0,male,group E,high school,standard,none,63.0,52.0,49.0
915.0,female,group C,associate's degree,free/reduced,none,62.0,82.0,76.0
916.0,male,group C,high school,standard,none,61.0,60.0,57.0
917.0,male,group C,some college,standard,none,72.0,79.0,72.0
918.0,female,group A,,standard,none,31.0,42.0,46.0
920.0,female,group D,bachelor's degree,free/reduced,none,75.0,89.0,92.0
921.0,female,group C,some high school,standard,completed,64.0,82.0,76.0
922.0,male,group B,master's degree,standard,none,74.0,78.0,67.0
923.0,male,group D,associate's degree,free/reduced,none,40.0,41.0,40.0
924.0,female,group D,some high school,standard,none,67.0,75.0,73.0
925.0,male,group D,high school,standard,none,68.0,61.0,58.0
926.0,male,group C,some high school,standard,completed,58.0,45.0,44.0
927.0,female,group D,associate's degree,standard,none,83.0,82.0,89.0
928.0,male,group B,some high school,standard,completed,56.0,57.0,54.0
929.0,male,group E,bachelor's degree,standard,completed,96.0,85.0,88.0
930.0,female,group D,some high school,standard,none,71.0,79.0,74.0
931.0,male,group B,high school,free/reduced,completed,52.0,63.0,60.0
932.0,male,group C,master's degree,free/reduced,none,55.0,61.0,53.0
933.0,male,group C,some high school,free/reduced,completed,69.0,73.0,63.0
934.0,male,group D,high school,standard,none,70.0,68.0,60.0
935.0,female,group A,some college,standard,completed,53.0,59.0,66.0
936.0,female,group B,master's degree,standard,none,68.0,86.0,86.0
937.0,male,group C,some college,standard,none,83.0,82.0,69.0
938.0,female,group E,bachelor's degree,free/reduced,none,72.0,80.0,83.0
939.0,female,group B,some high school,standard,none,63.0,78.0,72.0
940.0,female,group D,some college,free/reduced,completed,60.0,75.0,76.0
941.0,female,group B,master's degree,free/reduced,completed,58.0,80.0,75.0
942.0,male,group C,master's degree,standard,none,87.0,70.0,71.0
943.0,male,group B,high school,standard,none,42.0,45.0,42.0
944.0,female,group C,high school,free/reduced,completed,81.0,88.0,84.0
945.0,male,group B,associate's degree,free/reduced,none,46.0,60.0,46.0
946.0,male,group D,some high school,standard,none,72.0,62.0,60.0
947.0,male,group D,high school,standard,none,57.0,61.0,55.0
948.0,female,group C,some high school,standard,completed,67.0,82.0,83.0
949.0,male,group D,master's degree,free/reduced,completed,67.0,70.0,70.0
950.0,male,group A,master's degree,standard,none,57.0,61.0,58.0
951.0,male,group C,bachelor's degree,standard,none,96.0,87.0,86.0
952.0,male,group C,high school,free/reduced,none,57.0,57.0,52.0
953.0,female,group E,associate's degree,standard,completed,77.0,76.0,74.0
954.0,male,group D,some high school,free/reduced,none,70.0,76.0,69.0
955.0,male,group E,associate's degree,standard,none,100.0,100.0,94.0
956.0,female,group E,associate's degree,standard,none,67.0,89.0,81.0
957.0,female,group C,high school,standard,none,65.0,76.0,70.0
958.0,male,group D,associate's degree,free/reduced,none,75.0,83.0,77.0
959.0,male,group C,high school,free/reduced,none,46.0,58.0,49.0
960.0,female,group A,some college,free/reduced,completed,40.0,47.0,43.0
961.0,male,group C,some high school,standard,completed,86.0,79.0,75.0
962.0,female,group B,bachelor's degree,standard,completed,66.0,82.0,79.0
963.0,female,group D,bachelor's degree,free/reduced,completed,71.0,92.0,89.0
964.0,female,group E,high school,standard,none,72.0,75.0,76.0
965.0,female,group D,bachelor's degree,standard,completed,91.0,97.0,100.0
966.0,female,group A,high school,free/reduced,none,47.0,64.0,52.0
967.0,male,group D,bachelor's degree,standard,completed,88.0,82.0,80.0
968.0,male,group C,master's degree,free/reduced,none,56.0,57.0,49.0
969.0,female,group D,high school,free/reduced,none,46.0,54.0,52.0
970.0,female,group A,some high school,standard,none,58.0,67.0,63.0
971.0,female,group E,associate's degree,free/reduced,none,69.0,86.0,85.0
972.0,male,group D,some high school,free/reduced,none,71.0,73.0,70.0
973.0,male,group C,some college,free/reduced,completed,62.0,61.0,61.0
974.0,female,group B,some high school,standard,none,60.0,65.0,59.0
975.0,male,group E,some college,standard,none,71.0,68.0,60.0
977.0,female,group C,associate's degree,free/reduced,completed,40.0,61.0,62.0
978.0,female,group B,some college,standard,none,56.0,74.0,75.0
979.0,male,group E,high school,free/reduced,none,88.0,82.0,73.0
980.0,male,group D,master's degree,standard,none,90.0,84.0,79.0
981.0,male,group C,some college,standard,none,67.0,56.0,56.0
982.0,male,group C,bachelor's degree,standard,none,62.0,53.0,55.0
983.0,female,group C,associate's degree,standard,completed,70.0,85.0,82.0
984.0,male,group B,some college,free/reduced,none,61.0,52.0,49.0
985.0,female,group A,bachelor's degree,standard,none,79.0,89.0,90.0
986.0,male,group E,high school,standard,none,74.0,76.0,71.0
987.0,female,group B,associate's degree,standard,none,57.0,66.0,64.0
988.0,male,group A,some high school,standard,none,51.0,47.0,52.0
989.0,male,group D,associate's degree,standard,none,93.0,84.0,89.0
990.0,male,group B,some college,standard,none,86.0,80.0,72.0
991.0,male,group B,high school,free/reduced,none,39.0,41.0,41.0
992.0,female,group E,bachelor's degree,standard,none,72.0,72.0,67.0
993.0,male,group C,associate's degree,standard,none,75.0,58.0,59.0
994.0,male,group C,bachelor's degree,standard,none,42.0,35.0,36.0
995.0,male,group A,high school,standard,none,61.0,61.0,56.0
996.0,female,group D,some college,free/reduced,none,61.0,81.0,71.0
997.0,male,group C,master's degree,free/reduced,none,77.0,74.0,69.0
998.0,male,group C,master's degree,standard,none,61.0,64.0,61.0
999.0,female,group B,high school,free/reduced,none,40.0,51.0,51.0
0.0,male,group E,high school,free/reduced,none,51.0,62.0,55.0
1.0,female,group B,high school,free/reduced,none,41.0,54.0,47.0
2.0,female,group D,some high school,standard,completed,71.0,72.0,77.0
3.0,female,group D,some high school,free/reduced,none,31.0,45.0,42.0
4.0,female,group D,associate's degree,standard,completed,84.0,84.0,94.0
5.0,female,group B,some high school,standard,completed,68.0,78.0,77.0
6.0,female,group D,some college,standard,none,58.0,66.0,69.0
7.0,female,group C,some college,standard,none,70.0,82.0,82.0
8.0,male,group C,associate's degree,free/reduced,none,78.0,74.0,70.0
9.0,male,group B,some college,free/reduced,none,58.0,51.0,47.0
10.0,female,group C,master's degree,standard,completed,57.0,77.0,75.0
11.0,male,group D,some high school,standard,none,66.0,56.0,58.0
12.0,male,group D,associate's degree,standard,completed,100.0,96.0,100.0
13.0,male,group B,master's degree,standard,none,100.0,86.0,83.0
14.0,female,group D,some high school,standard,none,53.0,61.0,63.0
15.0,female,group E,some high school,standard,completed,86.0,91.0,92.0
16.0,male,group C,some high school,free/reduced,none,55.0,53.0,47.0
17.0,male,group B,some high school,free/reduced,none,36.0,35.0,29.0
18.0,female,group B,high school,standard,none,57.0,80.0,70.0
19.0,female,group E,high school,free/reduced,completed,63.0,65.0,64.0
20.0,male,group C,bachelor's degree,standard,completed,92.0,99.0,97.0
21.0,female,group D,master's degree,free/reduced,completed,51.0,69.0,76.0
22.0,female,group D,high school,standard,completed,70.0,73.0,73.0
23.0,female,group D,some high school,standard,none,82.0,81.0,92.0
24.0,male,group A,high school,free/reduced,completed,28.0,45.0,37.0
25.0,female,group D,some college,standard,none,57.0,64.0,64.0
26.0,male,group C,master's degree,standard,none,76.0,79.0,75.0
27.0,female,group D,associate's degree,standard,completed,75.0,88.0,89.0
28.0,male,group E,some college,free/reduced,none,69.0,45.0,42.0
29.0,male,group A,some college,standard,none,43.0,38.0,37.0
30.0,male,group B,high school,standard,completed,51.0,49.0,51.0
31.0,female,group C,bachelor's degree,standard,none,74.0,89.0,86.0
32.0,male,group D,bachelor's degree,free/reduced,none,61.0,66.0,62.0
33.0,female,group D,bachelor's degree,standard,completed,94.0,99.0,100.0
34.0,female,group D,some high school,free/reduced,none,48.0,67.0,64.0
35.0,female,group C,some college,standard,none,58.0,60.0,59.0
36.0,female,group D,high school,standard,none,55.0,60.0,65.0
37.0,female,group B,high school,standard,none,68.0,86.0,77.0
38.0,female,group E,associate's degree,standard,completed,82.0,85.0,91.0
39.0,female,group B,some college,standard,completed,66.0,83.0,88.0
40.0,female,group B,master's degree,free/reduced,none,41.0,52.0,53.0
41.0,male,group C,bachelor's degree,free/reduced,none,61.0,70.0,65.0
42.0,female,group C,associate's degree,free/reduced,none,74.0,80.0,82.0
43.0,female,group A,high school,standard,completed,75.0,81.0,78.0
44.0,male,group D,associate's degree,standard,none,68.0,62.0,65.0
45.0,female,group B,master's degree,free/reduced,none,61.0,70.0,69.0
46.0,male,group B,master's degree,standard,none,54.0,53.0,48.0
47.0,male,group D,high school,standard,none,70.0,59.0,56.0
48.0,male,group C,some high school,standard,completed,75.0,71.0,74.0
49.0,female,group D,associate's degree,standard,none,79.0,86.0,85.0
50.0,male,group D,some college,standard,completed,86.0,85.0,84.0
51.0,male,group E,some college,standard,completed,84.0,68.0,71.0
52.0,male,group D,bachelor's degree,free/reduced,completed,69.0,72.0,67.0
53.0,female,group E,associate's degree,standard,none,61.0,77.0,68.0
54.0,male,group C,some high school,standard,none,87.0,83.0,83.0
55.0,female,group C,associate's degree,free/reduced,none,65.0,72.0,70.0
56.0,male,group E,associate's degree,free/reduced,none,68.0,65.0,66.0
57.0,male,group D,some college,free/reduced,none,73.0,77.0,72.0
58.0,female,group E,associate's degree,standard,completed,78.0,79.0,82.0
59.0,female,group C,some college,free/reduced,none,39.0,57.0,47.0
60.0,female,group B,some college,free/reduced,none,23.0,44.0,38.0
61.0,female,group C,some college,standard,none,80.0,96.0,84.0
62.0,male,group D,master's degree,standard,none,76.0,74.0,72.0
63.0,female,group D,high school,standard,none,78.0,82.0,76.0
64.0,female,group D,some high school,standard,none,72.0,75.0,80.0
65.0,female,group E,some college,free/reduced,completed,61.0,71.0,73.0
66.0,female,group E,high school,standard,completed,83.0,82.0,89.0
67.0,male,group D,some high school,standard,completed,71.0,63.0,68.0
68.0,female,group D,some college,free/reduced,none,49.0,65.0,64.0
69.0,male,group C,some college,standard,completed,71.0,69.0,70.0
70.0,female,group D,bachelor's degree,standard,completed,64.0,74.0,83.0
71.0,female,group C,some college,standard,none,57.0,52.0,49.0
72.0,male,group B,associate's degree,free/reduced,completed,68.0,74.0,68.0
73.0,male,group D,master's degree,standard,none,91.0,82.0,85.0
74.0,female,group C,some college,free/reduced,completed,53.0,64.0,67.0
75.0,female,group D,some college,standard,none,56.0,63.0,61.0
76.0,female,group A,some college,free/reduced,none,29.0,51.0,47.0
77.0,male,group E,some college,free/reduced,completed,76.0,66.0,70.0
78.0,male,group C,high school,standard,none,88.0,83.0,75.0
